mssv,ho_ten,khoa,nam_hoc,tinh_tp,so_tin_chi,gpa,gio_tu_hoc,ngay_nhap_hoc
2201017,Lê Ngọc Bình,Kinh tế,2,TP. Hồ Chí Minh,12,2.22,5.5,2022-09-20
2201018,Phan Thanh Quân,Ngôn ngữ,2,Bình Dương,18,1.99,5.7,2022-09-22
2201019,Lê Quốc Hùng,Kỹ thuật Công nghệ,4,TP. Hồ Chí Minh,19,2.68,11.7,2022-09-21
2201020,Phan Thị Hùng,Du lịch,2,TP. Hồ Chí Minh,16,2.03,3.7,2022-09-13
2201021,Đặng Gia Bình,Ngôn ngữ,4,Lâm Đồng,18,2.39,7.9,2022-09-20
2201022,Trần Thanh Quân,Ngôn ngữ,2,TP. Hồ Chí Minh,12,2.25,10.9,2022-09-18
2201023,Đặng Gia Thảo,Ngôn ngữ,3,Hà Nội,15,2.87,6.8,2022-09-12
2201024,Hoàng Gia Linh,Ngôn ngữ,3,Lâm Đồng,14,3.56,5.2,2022-09-07
2201025,Hoàng Hữu Thảo,Kinh tế,1,Hà Nội,24,2.17,10.3,2022-09-06
2201026,Bùi Thị Hà,Ngôn ngữ,3,Đà Nẵng,16,2.92,15.1,2022-09-14
2201027,Bùi Gia Quân,Kinh tế,4,Lâm Đồng,20,2.92,12.9,2022-09-24
2201028,Nguyễn Văn Chi,Kinh tế,4,TP. Hồ Chí Minh,13,2.24,,2022-09-07
2201029,Nguyễn Ngọc Trang,Kỹ thuật Công nghệ,4,TP. Hồ Chí Minh,19,2.54,,2022-09-06
2201030,Hoàng Thị Mai,Kỹ thuật Công nghệ,4,Lâm Đồng,20,3.25,9.1,2022-09-14
2201031,Huỳnh Gia Vy,Kỹ thuật Công nghệ,3,Hà Nội,22,3.13,10.7,2022-09-10
2201032,Phạm Minh Yến,Kinh tế,1,TP. Hồ Chí Minh,15,2.63,9.7,2022-09-11
2201033,Hoàng Minh Phúc,Kinh tế,2,TP. Hồ Chí Minh,22,2.15,3.0,2022-09-06
2201034,Huỳnh Hữu Nam,Kỹ thuật Công nghệ,3,Khánh Hòa,13,2.55,11.7,2022-09-24
2201035,Nguyễn Ngọc Quân,Ngôn ngữ,3,Hà Nội,23,2.54,7.0,2022-09-15
2201036,Đặng Thanh Hùng,Ngôn ngữ,2,Đà Nẵng,17,2.8,14.0,2022-09-13
2201037,Hoàng Gia Nam,Luật,1,TP. Hồ Chí Minh,22,,12.5,2022-09-21
2201038,Huỳnh Thanh Khanh,Kỹ thuật Công nghệ,1,Cần Thơ,23,2.3,7.1,2022-09-20
2201039,Phạm Thị Thảo,Ngôn ngữ,1,Bình Dương,19,1.95,3.2,2022-09-12
2201040,Bùi Thị Hùng,Kinh tế,4,Hà Nội,23,2.57,5.6,2022-09-10
2201041,Vũ Gia Mai,Luật,1,Cần Thơ,18,,8.8,2022-09-20
2201042,Bùi Quốc Dũng,Kinh tế,4,TP. Hồ Chí Minh,20,2.28,9.5,2022-09-24
2201043,Phan Thị Mai,Kinh tế,2,Đà Nẵng,17,1.6,14.1,2022-09-13
2201044,Huỳnh Thanh Bình,Kinh tế,3,Đồng Nai,20,2.42,8.5,2022-09-14
2201045,Hoàng Hữu Tuấn,Kỹ thuật Công nghệ,2,TP. Hồ Chí Minh,13,2.3,15.6,2022-09-24
2201046,Huỳnh Thị Phúc,Kinh tế,2,TP. Hồ Chí Minh,15,3.0,9.1,2022-09-11
2201047,Bùi Quốc Vy,Ngôn ngữ,2,Bình Dương,24,2.36,7.2,2022-09-05
2201048,Đặng Quốc Bình,Ngôn ngữ,4,Cần Thơ,18,3.42,8.2,2022-09-11
2201049,Bùi Văn Khanh,Kỹ thuật Công nghệ,1,Đà Nẵng,13,3.28,1.3,2022-09-15
2201050,Huỳnh Ngọc Giang,Kỹ thuật Công nghệ,1,TP. Hồ Chí Minh,22,,6.5,2022-09-19
2201051,Vũ Hữu Thảo,Ngôn ngữ,1,Đà Nẵng,21,2.34,5.7,2022-09-22
2201052,Trần Gia Khanh,Ngôn ngữ,4,Cần Thơ,12,2.08,6.0,2022-09-22
2201053,Bùi Quốc Phúc,Kinh tế,3,Khánh Hòa,23,2.17,10.6,2022-09-23
2201054,Vũ Thanh Yến,Ngôn ngữ,3,TP. Hồ Chí Minh,14,3.17,14.3,2022-09-07
2201055,Lê Thanh Linh,Kỹ thuật Công nghệ,3,TP. Hồ Chí Minh,24,2.35,5.6,2022-09-23
2201056,Bùi Quốc Chi,Kinh tế,2,Đà Nẵng,13,2.37,9.5,2022-09-11
2201057,Trần Gia Vy,Kinh tế,2,TP. Hồ Chí Minh,15,2.68,7.3,2022-09-15
2201058,Bùi Hữu Bình,Du lịch,3,Đồng Nai,16,,6.3,2022-09-14
2201059,Vũ Hữu Oanh,Ngôn ngữ,3,TP. Hồ Chí Minh,23,3.2,,2022-09-16
2201060,Huỳnh Hữu Bình,Kỹ thuật Công nghệ,3,Hà Nội,21,2.61,5.4,2022-09-17
2201061,Lê Quốc Trang,Kinh tế,2,TP. Hồ Chí Minh,15,2.09,9.3,2022-09-13
2201062,Bùi Gia Thảo,Kỹ thuật Công nghệ,1,Hà Nội,20,2.56,10.6,2022-09-17
2201063,Phạm Văn Hùng,Du lịch,2,TP. Hồ Chí Minh,21,3.26,13.9,2022-09-09
2201064,Vũ Ngọc Hà,Kinh tế,4,Bình Dương,21,2.47,7.7,2022-09-18
2201065,Huỳnh Thị Bình,Kinh tế,3,TP. Hồ Chí Minh,12,2.46,14.1,2022-09-18
2201066,Nguyễn Minh Khanh,Kỹ thuật Công nghệ,3,TP. Hồ Chí Minh,20,3.23,10.9,2022-09-25
2201067,Phạm Minh Yến,Ngôn ngữ,2,TP. Hồ Chí Minh,15,1.87,5.9,2022-09-23
2201068,Đặng Thanh Yến,Kinh tế,4,Lâm Đồng,18,2.59,5.5,2022-09-12
2201069,Huỳnh Gia Thảo,Luật,3,Đồng Nai,12,2.24,9.9,2022-09-08
2201070,Bùi Thị Bình,Ngôn ngữ,3,Khánh Hòa,20,1.98,4.4,2022-09-05
2201071,Hoàng Thị Hùng,Kỹ thuật Công nghệ,1,Cần Thơ,20,3.64,15.1,2022-09-11
2201072,Nguyễn Gia Khanh,Kỹ thuật Công nghệ,1,TP. Hồ Chí Minh,18,,2.2,2022-09-06
2201073,Huỳnh Hữu Oanh,Kinh tế,1,Hà Nội,23,1.85,7.3,2022-09-08
2201074,Phan Gia Tuấn,Kỹ thuật Công nghệ,3,Đà Nẵng,14,2.29,6.4,2022-09-18
2201075,Vũ Thanh Oanh,Ngôn ngữ,4,TP. Hồ Chí Minh,16,2.71,10.8,2022-09-25
2201076,Bùi Thanh Giang,Luật,3,TP. Hồ Chí Minh,20,2.72,10.0,2022-09-25
2201077,Nguyễn Văn Tuấn,Kỹ thuật Công nghệ,1,Lâm Đồng,20,1.45,9.0,2022-09-13
2201078,Lê Gia Phúc,Kỹ thuật Công nghệ,4,TP. Hồ Chí Minh,17,2.44,3.0,2022-09-08
2201079,Bùi Hữu Oanh,Ngôn ngữ,1,TP. Hồ Chí Minh,16,1.95,7.8,2022-09-10
2201080,Đặng Ngọc Tuấn,Ngôn ngữ,3,TP. Hồ Chí Minh,12,3.74,14.9,2022-09-22
2201081,Hoàng Thanh Vy,Kỹ thuật Công nghệ,2,Khánh Hòa,18,2.6,14.9,2022-09-10
2201082,Lê Văn Oanh,Kỹ thuật Công nghệ,4,TP. Hồ Chí Minh,22,2.58,9.9,2022-09-08
2201083,Vũ Thanh Khanh,Kinh tế,2,Đồng Nai,12,2.56,11.2,2022-09-13
2201084,Nguyễn Gia Thảo,Kỹ thuật Công nghệ,2,Đà Nẵng,23,2.3,12.5,2022-09-18
2201085,Huỳnh Gia Quân,Kỹ thuật Công nghệ,1,TP. Hồ Chí Minh,19,1.56,8.1,2022-09-09
2201086,Hoàng Thị Giang,Kỹ thuật Công nghệ,4,Cần Thơ,20,3.11,9.2,2022-09-15
2201087,Lê Ngọc Linh,Kỹ thuật Công nghệ,3,Đồng Nai,16,3.04,5.8,2022-09-05
2201088,Hoàng Ngọc Sơn,Ngôn ngữ,4,Khánh Hòa,20,2.38,8.0,2022-09-09
2201089,Đặng Thanh An,Kỹ thuật Công nghệ,4,Đà Nẵng,16,3.58,17.3,2022-09-24
2201090,Bùi Thị Linh,Kinh tế,4,Đà Nẵng,22,3.06,14.4,2022-09-07
2201091,Phan Hữu Dũng,Kỹ thuật Công nghệ,1,TP. Hồ Chí Minh,13,3.21,13.8,2022-09-23
2201092,Trần Văn Trang,Luật,1,Bình Dương,14,2.79,6.1,2022-09-21
2201093,Huỳnh Ngọc Yến,Du lịch,1,,19,2.25,5.5,2022-09-11
2201094,Huỳnh Thị Khanh,Ngôn ngữ,1,TP. Hồ Chí Minh,19,3.13,11.9,2022-09-12
2201095,Phan Thị Nam,Kinh tế,2,TP. Hồ Chí Minh,19,2.09,13.5,2022-09-24
2201096,Vũ Minh Trang,Kỹ thuật Công nghệ,2,Lâm Đồng,19,2.61,5.0,2022-09-19
2201097,Vũ Ngọc Hà,Kinh tế,3,TP. Hồ Chí Minh,21,2.34,14.2,2022-09-14
2201098,Trần Hữu Sơn,Ngôn ngữ,4,TP. Hồ Chí Minh,24,2.55,6.8,2022-09-12
2201099,Nguyễn Gia Linh,Du lịch,2,Đà Nẵng,13,2.81,4.5,2022-09-06
2201100,Bùi Minh Bình,Ngôn ngữ,1,Cần Thơ,16,2.29,3.2,2022-09-18
2201101,Bùi Hữu Quân,Kinh tế,1,TP. Hồ Chí Minh,14,1.37,7.5,2022-09-08
2201102,Bùi Gia Giang,Kỹ thuật Công nghệ,2,TP. Hồ Chí Minh,14,2.69,15.1,2022-09-13
2201103,Trần Minh Trang,Kỹ thuật Công nghệ,1,Hà Nội,18,1.78,6.8,2022-09-15
2201104,Hoàng Ngọc Thảo,Du lịch,2,Bình Dương,21,2.69,6.6,2022-09-12
2201105,Lê Minh Quân,Kỹ thuật Công nghệ,3,TP. Hồ Chí Minh,18,2.48,9.2,2022-09-08
2201106,Đặng Ngọc Nam,Kinh tế,1,TP. Hồ Chí Minh,18,2.85,3.2,2022-09-12
2201107,Huỳnh Gia Vy,Du lịch,2,TP. Hồ Chí Minh,20,2.39,11.2,2022-09-14
2201108,Nguyễn Thị Quân,Kỹ thuật Công nghệ,3,Hà Nội,21,2.81,12.4,2022-09-06
2201109,Đặng Thị An,Du lịch,2,Bình Dương,14,3.08,,2022-09-12
2201110,Phan Minh Linh,Kỹ thuật Công nghệ,1,TP. Hồ Chí Minh,13,2.22,10.7,2022-09-23
2201111,Nguyễn Thanh Oanh,Ngôn ngữ,1,TP. Hồ Chí Minh,20,2.47,10.8,2022-09-10
2201112,Phan Văn Giang,Kinh tế,3,TP. Hồ Chí Minh,21,2.57,4.9,2022-09-20
2201113,Lê Văn An,Luật,3,Hà Nội,20,3.95,8.5,2022-09-25
2201114,Trần Gia Mai,Du lịch,3,TP. Hồ Chí Minh,14,2.5,1.5,2022-09-07
2201115,Đặng Minh Khanh,Kinh tế,4,TP. Hồ Chí Minh,16,2.42,11.2,2022-09-25
2201116,Lê Thị Yến,Kỹ thuật Công nghệ,1,Đà Nẵng,22,2.34,10.3,2022-09-05
2201117,Đặng Quốc Thảo,Kinh tế,1,Bình Dương,18,2.91,9.0,2022-09-21
2201118,Phạm Thanh Thảo,Kỹ thuật Công nghệ,3,Đồng Nai,22,3.14,4.6,2022-09-05
2201119,Lê Gia Thảo,Luật,4,TP. Hồ Chí Minh,13,3.18,9.2,2022-09-16
2201120,Nguyễn Hữu Phúc,Luật,4,Khánh Hòa,18,2.67,10.0,2022-09-18
2201121,Đặng Quốc Hà,Kỹ thuật Công nghệ,1,Bình Dương,18,2.27,7.2,2022-09-15
2201122,Phan Văn Hà,Ngôn ngữ,1,TP. Hồ Chí Minh,23,3.09,4.2,2022-09-12
2201123,Phan Văn Yến,Ngôn ngữ,1,Đà Nẵng,23,3.22,8.7,2022-09-12
2201124,Nguyễn Văn Yến,Kinh tế,2,Hà Nội,20,3.21,8.4,2022-09-07
2201125,Trần Thị Sơn,Ngôn ngữ,1,Cần Thơ,22,2.1,9.3,2022-09-10
2201126,Bùi Quốc Trang,Ngôn ngữ,3,Khánh Hòa,24,3.09,4.7,2022-09-06
2201127,Trần Quốc Linh,Kinh tế,1,Đồng Nai,24,1.97,3.0,2022-09-16
2201128,Phan Minh Yến,Luật,1,TP. Hồ Chí Minh,17,2.83,11.3,2022-09-23
2201129,Đặng Gia Dũng,Kinh tế,1,TP. Hồ Chí Minh,20,1.9,11.2,2022-09-11
2201130,Hoàng Thanh Yến,Ngôn ngữ,1,Hà Nội,22,2.39,10.2,2022-09-18
2201131,Vũ Hữu Chi,Kỹ thuật Công nghệ,3,Hà Nội,22,3.08,8.3,2022-09-23
2201132,Phan Gia Quân,Kỹ thuật Công nghệ,4,Hà Nội,17,3.17,4.3,2022-09-12
2201133,Huỳnh Minh Dũng,Ngôn ngữ,3,TP. Hồ Chí Minh,21,2.67,9.5,2022-09-16
2201134,Đặng Hữu Giang,Kỹ thuật Công nghệ,1,Khánh Hòa,24,,2.7,2022-09-21
2201135,Bùi Thanh Mai,Kinh tế,4,Đà Nẵng,17,3.23,13.0,2022-09-12
2201136,Lê Minh Hà,Luật,1,TP. Hồ Chí Minh,13,1.97,9.7,2022-09-19
2201137,Lê Văn Quân,Kỹ thuật Công nghệ,1,Hà Nội,14,2.2,4.9,2022-09-07
2201138,Vũ Ngọc Bình,Du lịch,2,Đà Nẵng,13,2.74,5.4,2022-09-14
2201139,Phan Gia Trang,Ngôn ngữ,4,TP. Hồ Chí Minh,24,2.61,7.2,2022-09-25
2201140,Lê Gia Quân,Du lịch,3,Đà Nẵng,20,2.38,9.4,2022-09-20
2201141,Huỳnh Thị Chi,Kinh tế,4,Đồng Nai,13,2.8,11.9,2022-09-07
2201142,Hoàng Hữu Hùng,Luật,3,TP. Hồ Chí Minh,18,2.71,14.3,2022-09-13
2201143,Hoàng Ngọc Tuấn,Kỹ thuật Công nghệ,3,Đồng Nai,14,2.62,9.2,2022-09-20
2201144,Phan Thị Hà,Du lịch,1,TP. Hồ Chí Minh,21,2.21,6.4,2022-09-22
2201145,Vũ Gia Thảo,Kỹ thuật Công nghệ,1,TP. Hồ Chí Minh,23,,7.0,2022-09-13
2201146,Vũ Ngọc Bình,Kinh tế,2,TP. Hồ Chí Minh,16,3.43,3.2,2022-09-23
2201147,Hoàng Thị Hùng,Kỹ thuật Công nghệ,4,TP. Hồ Chí Minh,23,3.26,8.5,2022-09-22
2201148,Đặng Quốc Linh,Du lịch,4,TP. Hồ Chí Minh,20,2.63,8.2,2022-09-21
2201149,Trần Thanh Quân,Kỹ thuật Công nghệ,2,TP. Hồ Chí Minh,22,2.01,9.4,2022-09-08
2201150,Đặng Thị Dũng,Du lịch,3,Cần Thơ,15,2.58,7.5,2022-09-21
2201151,Phạm Ngọc Linh,Ngôn ngữ,1,TP. Hồ Chí Minh,15,,4.2,2022-09-22
2201152,Đặng Minh Bình,Kinh tế,4,Hà Nội,15,2.8,17.0,2022-09-05
2201153,Nguyễn Gia An,Kinh tế,2,TP. Hồ Chí Minh,15,3.03,11.5,2022-09-21
2201154,Huỳnh Gia Giang,Kỹ thuật Công nghệ,1,Đồng Nai,13,2.6,6.9,2022-09-09
2201155,Trần Văn Bình,Luật,3,TP. Hồ Chí Minh,16,2.64,4.4,2022-09-16
2201156,Bùi Minh Dũng,Kinh tế,3,Đà Nẵng,20,2.74,6.8,2022-09-07
2201157,Phạm Gia Linh,Kinh tế,1,Hà Nội,18,2.78,6.6,2022-09-06
2201158,Lê Ngọc Hà,Kỹ thuật Công nghệ,3,Đồng Nai,15,2.77,5.0,2022-09-05
2201159,Vũ Thanh Chi,Kỹ thuật Công nghệ,3,Đồng Nai,23,,6.0,2022-09-14
2201160,Vũ Minh Quân,Ngôn ngữ,2,Bình Dương,21,2.93,11.5,2022-09-13
2201161,Hoàng Quốc Khanh,Kỹ thuật Công nghệ,1,TP. Hồ Chí Minh,21,2.91,,2022-09-09
2201162,Vũ Thanh Phúc,Du lịch,1,Bình Dương,13,,10.9,2022-09-06
2201163,Lê Quốc Vy,Kinh tế,1,TP. Hồ Chí Minh,15,1.86,3.2,2022-09-23
2201164,Trần Minh Trang,Kinh tế,2,TP. Hồ Chí Minh,14,2.44,,2022-09-25
2201165,Phạm Quốc Quân,Du lịch,4,TP. Hồ Chí Minh,23,2.25,7.5,2022-09-12
2201166,Huỳnh Thanh Nam,Kỹ thuật Công nghệ,4,Lâm Đồng,18,2.17,12.1,2022-09-06
2201167,Nguyễn Minh Mai,Kỹ thuật Công nghệ,4,Khánh Hòa,22,2.95,9.6,2022-09-18
2201168,Vũ Hữu Quân,Ngôn ngữ,4,Đà Nẵng,18,3.29,12.4,2022-09-25
2201169,Phạm Văn Khanh,Kỹ thuật Công nghệ,3,Bình Dương,14,3.55,8.4,2022-09-18
2201170,Hoàng Ngọc Vy,Ngôn ngữ,3,Cần Thơ,21,2.49,7.1,2022-09-10
2201171,Phạm Gia Tuấn,Kỹ thuật Công nghệ,1,TP. Hồ Chí Minh,21,2.39,15.3,2022-09-13
2201172,Huỳnh Thị Hà,Du lịch,3,Khánh Hòa,16,2.69,8.7,2022-09-07
2201173,Đặng Gia Hùng,Kinh tế,1,TP. Hồ Chí Minh,12,,1.4,2022-09-12
2201174,Nguyễn Quốc Sơn,Kinh tế,1,TP. Hồ Chí Minh,23,3.11,,2022-09-21
2201175,Phan Gia Dũng,Luật,4,Đồng Nai,19,3.75,15.7,2022-09-18
2201176,Lê Gia Hà,Du lịch,4,TP. Hồ Chí Minh,12,2.25,4.6,2022-09-10
2201177,Bùi Gia Tuấn,Du lịch,3,Cần Thơ,24,3.09,6.3,2022-09-23
2201178,Đặng Quốc Mai,Du lịch,3,Hà Nội,12,3.05,6.5,2022-09-17
2201179,Phan Minh Trang,Kỹ thuật Công nghệ,1,TP. Hồ Chí Minh,17,1.78,5.3,2022-09-19
2201180,Huỳnh Thanh Dũng,Kỹ thuật Công nghệ,3,TP. Hồ Chí Minh,12,,11.9,2022-09-22
2201181,Trần Văn Trang,Kỹ thuật Công nghệ,1,TP. Hồ Chí Minh,23,2.23,3.0,2022-09-06
2201182,Trần Thị Linh,Kinh tế,4,TP. Hồ Chí Minh,15,2.45,9.1,2022-09-24
2201183,Nguyễn Minh Nam,Ngôn ngữ,3,Hà Nội,16,2.62,8.4,2022-09-14
2201184,Huỳnh Ngọc Tuấn,Kỹ thuật Công nghệ,4,Cần Thơ,18,1.69,2.8,2022-09-11
2201185,Hoàng Hữu Tuấn,Kỹ thuật Công nghệ,2,Bình Dương,14,2.08,2.5,2022-09-20
2201186,Nguyễn Hữu Tuấn,Kỹ thuật Công nghệ,4,Khánh Hòa,19,1.88,10.6,2022-09-19
2201187,Nguyễn Thanh Giang,Luật,3,Bình Dương,14,2.17,7.4,2022-09-20
2201188,Bùi Gia Sơn,Kỹ thuật Công nghệ,3,TP. Hồ Chí Minh,17,3.12,11.6,2022-09-20
2201189,Đặng Hữu Khanh,Kinh tế,1,Hà Nội,16,,12.0,2022-09-17
2201190,Hoàng Văn Vy,Ngôn ngữ,2,TP. Hồ Chí Minh,22,2.5,10.7,2022-09-09
2201191,Huỳnh Ngọc Giang,Kỹ thuật Công nghệ,2,TP. Hồ Chí Minh,13,2.58,15.0,2022-09-17
2201192,Phan Văn Bình,Ngôn ngữ,2,Hà Nội,23,2.45,10.1,2022-09-22
2201193,Phạm Văn Chi,Kinh tế,2,Hà Nội,13,2.78,2.0,2022-09-15
2201194,Phan Thị Nam,Kỹ thuật Công nghệ,4,TP. Hồ Chí Minh,23,1.86,3.2,2022-09-07
2201195,Bùi Hữu Thảo,Kỹ thuật Công nghệ,3,Lâm Đồng,17,3.16,11.8,2022-09-08
2201196,Lê Hữu Vy,Ngôn ngữ,1,TP. Hồ Chí Minh,12,2.37,8.0,2022-09-18
2201197,Vũ Thị Vy,Luật,2,TP. Hồ Chí Minh,12,2.52,0.3,2022-09-16
2201198,Đặng Ngọc Thảo,Kỹ thuật Công nghệ,1,Đà Nẵng,22,2.66,9.0,2022-09-21
2201199,Hoàng Ngọc Sơn,Kinh tế,1,TP. Hồ Chí Minh,17,1.83,5.8,2022-09-22
2201200,Đặng Quốc Giang,Kinh tế,4,TP. Hồ Chí Minh,19,2.03,9.8,2022-09-06
